h3_index,classification
82d25ffffffffff,ocean
82c0dffffffffff,ocean
825ceffffffffff,ocean
82e257fffffffff,ocean
82efa7fffffffff,land
8268d7fffffffff,coast
8284dffffffffff,ocean
82192ffffffffff,coast
822957fffffffff,ocean
82e79ffffffffff,ocean
82d34ffffffffff,ocean
82b44ffffffffff,ocean
82404ffffffffff,land
82d6e7fffffffff,ocean
82da2ffffffffff,ocean
82ac5ffffffffff,ocean
82076ffffffffff,ocean
8235a7fffffffff,ocean
82ab87fffffffff,ocean
828c0ffffffffff,ocean
821d87fffffffff,ocean
823f17fffffffff,coast
8296a7fffffffff,land
8252effffffffff,coast
826297fffffffff,ocean
82d737fffffffff,ocean
8234b7fffffffff,ocean
826f27fffffffff,ocean
828b27fffffffff,land
82126ffffffffff,land
8222d7fffffffff,coast
82aac7fffffffff,ocean
827717fffffffff,ocean
826f8ffffffffff,ocean
82abb7fffffffff,ocean
8226a7fffffffff,land
82c76ffffffffff,ocean
828377fffffffff,ocean
82468ffffffffff,ocean
82829ffffffffff,land
82841ffffffffff,ocean
82d8c7fffffffff,ocean
829d37fffffffff,ocean
82ee27fffffffff,coast
820d0ffffffffff,coast
820c47fffffffff,coast
824ba7fffffffff,coast
824817fffffffff,land
822ca7fffffffff,land
82251ffffffffff,land
822757fffffffff,land
829c97fffffffff,coast
82b557fffffffff,ocean
82c4cffffffffff,ocean
823ad7fffffffff,ocean
827b1ffffffffff,ocean
826f2ffffffffff,ocean
82eb97fffffffff,ocean
82d55ffffffffff,ocean
824c97fffffffff,coast
82b16ffffffffff,ocean
82e38ffffffffff,ocean
829aa7fffffffff,ocean
825607fffffffff,ocean
827517fffffffff,land
8262d7fffffffff,ocean
826687fffffffff,coast
82672ffffffffff,ocean
8234a7fffffffff,ocean
820a2ffffffffff,land
827617fffffffff,ocean
823667fffffffff,ocean
82b0dffffffffff,ocean
826107fffffffff,coast
826897fffffffff,coast
822e97fffffffff,ocean
824d4ffffffffff,ocean
82e3b7fffffffff,ocean
82cae7fffffffff,ocean
825947fffffffff,land
825ee7fffffffff,ocean
824caffffffffff,ocean
829ae7fffffffff,ocean
82a337fffffffff,coast
82a44ffffffffff,ocean
820377fffffffff,coast
829b87fffffffff,ocean
82bc8ffffffffff,coast
823467fffffffff,coast
8273b7fffffffff,coast
827d27fffffffff,ocean
82d607fffffffff,ocean
825867fffffffff,land
8222cffffffffff,ocean
82c997fffffffff,coast
822ac7fffffffff,ocean
822747fffffffff,land
822e37fffffffff,ocean
829607fffffffff,land
82694ffffffffff,coast
82b2effffffffff,land
82a227fffffffff,coast
823af7fffffffff,ocean
8250f7fffffffff,ocean
825117fffffffff,ocean
8200e7fffffffff,ocean
821f6ffffffffff,land
828487fffffffff,ocean
828a27fffffffff,land
8260cffffffffff,ocean
8266dffffffffff,land
82e01ffffffffff,ocean
82801ffffffffff,coast
829707fffffffff,coast
82e217fffffffff,ocean
82d2c7fffffffff,ocean
822327fffffffff,ocean
822e07fffffffff,coast
824677fffffffff,ocean
82b4effffffffff,ocean
820f97fffffffff,coast
82dcf7fffffffff,ocean
82475ffffffffff,ocean
82a1affffffffff,ocean
820d2ffffffffff,ocean
82a477fffffffff,ocean
82d167fffffffff,ocean
828397fffffffff,land
821da7fffffffff,ocean
824477fffffffff,coast
82e657fffffffff,ocean
823537fffffffff,ocean
824fa7fffffffff,ocean
82179ffffffffff,ocean
82a927fffffffff,coast
82d26ffffffffff,ocean
8236dffffffffff,ocean
82de37fffffffff,ocean
82bc0ffffffffff,coast
820007fffffffff,ocean
824077fffffffff,land
82a52ffffffffff,ocean
82036ffffffffff,land
82bd17fffffffff,ocean
82224ffffffffff,coast
82614ffffffffff,ocean
82d397fffffffff,ocean
821f07fffffffff,coast
82f237fffffffff,coast
829e2ffffffffff,coast
8231a7fffffffff,land
8290dffffffffff,ocean
82a5b7fffffffff,ocean
82628ffffffffff,ocean
82ca77fffffffff,ocean
82a29ffffffffff,ocean
828a6ffffffffff,land
827567fffffffff,ocean
82b0a7fffffffff,ocean
829257fffffffff,ocean
8272c7fffffffff,coast
82de67fffffffff,coast
82271ffffffffff,land
822d5ffffffffff,land
823987fffffffff,coast
82709ffffffffff,ocean
825537fffffffff,coast
82cf97fffffffff,coast
8276e7fffffffff,ocean
82cf1ffffffffff,coast
82045ffffffffff,coast
823e07fffffffff,land
82874ffffffffff,ocean
82a6f7fffffffff,ocean
820edffffffffff,land
82454ffffffffff,ocean
82ac0ffffffffff,ocean
82b397fffffffff,ocean
825d2ffffffffff,ocean
8246c7fffffffff,ocean
822b5ffffffffff,ocean
825517fffffffff,coast
82676ffffffffff,coast
82b2b7fffffffff,ocean
822257fffffffff,ocean
820997fffffffff,coast
82ee5ffffffffff,ocean
82e787fffffffff,ocean
824ccffffffffff,ocean
826f17fffffffff,ocean
825a6ffffffffff,ocean
82c2dffffffffff,land
825ba7fffffffff,coast
829ceffffffffff,coast
820f77fffffffff,coast
820faffffffffff,coast
82e72ffffffffff,land
82d777fffffffff,ocean
8220effffffffff,land
82bc1ffffffffff,coast
82ea27fffffffff,ocean
821757fffffffff,coast
82e29ffffffffff,ocean
82d867fffffffff,ocean
822607fffffffff,land
82d52ffffffffff,ocean
8272f7fffffffff,coast
823857fffffffff,land
82c517fffffffff,ocean
8250cffffffffff,ocean
828627fffffffff,ocean
82dba7fffffffff,coast
82cc0ffffffffff,ocean
828b17fffffffff,land
82714ffffffffff,ocean
827ccffffffffff,ocean
82b30ffffffffff,land
823727fffffffff,ocean
8240e7fffffffff,land
8222a7fffffffff,ocean
827697fffffffff,coast
82990ffffffffff,ocean
82c777fffffffff,ocean
825b57fffffffff,ocean
822207fffffffff,ocean
827af7fffffffff,land
820eb7fffffffff,coast
82d5b7fffffffff,ocean
82739ffffffffff,coast
826e8ffffffffff,ocean
82afa7fffffffff,ocean
821737fffffffff,land
82ee1ffffffffff,ocean
8266effffffffff,land
823c07fffffffff,land
823697fffffffff,ocean
827947fffffffff,ocean
82208ffffffffff,land
825f37fffffffff,land
8215a7fffffffff,land
8241a7fffffffff,coast
828f4ffffffffff,land
82394ffffffffff,coast
82d587fffffffff,ocean
826857fffffffff,coast
82196ffffffffff,coast
825797fffffffff,ocean
82db5ffffffffff,ocean
82be8ffffffffff,coast
829a0ffffffffff,ocean
82a42ffffffffff,ocean
82c4c7fffffffff,ocean
82ca27fffffffff,ocean
822387fffffffff,ocean
82c107fffffffff,ocean
829e27fffffffff,coast
8272a7fffffffff,coast
829307fffffffff,ocean
82c667fffffffff,ocean
8294dffffffffff,land
8268dffffffffff,coast
82284ffffffffff,ocean
825357fffffffff,land
827ae7fffffffff,land
826ad7fffffffff,land
827a17fffffffff,coast
820f8ffffffffff,coast
823677fffffffff,ocean
823e0ffffffffff,land
823d17fffffffff,land
8286c7fffffffff,ocean
825e57fffffffff,ocean
82cf17fffffffff,coast
823577fffffffff,ocean
82b06ffffffffff,ocean
82c387fffffffff,ocean
82d127fffffffff,ocean
82b377fffffffff,land
82dea7fffffffff,ocean
8216dffffffffff,ocean
829977fffffffff,ocean
825927fffffffff,land
828f97fffffffff,ocean
824eeffffffffff,ocean
824977fffffffff,ocean
82015ffffffffff,coast
82a45ffffffffff,ocean
8208affffffffff,coast
822077fffffffff,land
824517fffffffff,ocean
82d9affffffffff,ocean
82decffffffffff,ocean
82359ffffffffff,ocean
82af6ffffffffff,ocean
82621ffffffffff,ocean
8225affffffffff,land
828fb7fffffffff,ocean
820307fffffffff,ocean
82c047fffffffff,ocean
8208cffffffffff,land
827897fffffffff,ocean
8244c7fffffffff,land
8238f7fffffffff,land
82530ffffffffff,land
821307fffffffff,land
824807fffffffff,coast
82c62ffffffffff,ocean
8284affffffffff,ocean
82930ffffffffff,ocean
829a37fffffffff,ocean
823aeffffffffff,ocean
821007fffffffff,land
82d927fffffffff,ocean
825157fffffffff,ocean
82d4b7fffffffff,ocean
82bfa7fffffffff,ocean
82335ffffffffff,ocean
82d987fffffffff,ocean
820a0ffffffffff,land
82e7b7fffffffff,ocean
823d07fffffffff,land
82e58ffffffffff,ocean
827267fffffffff,ocean
821ba7fffffffff,coast
82d29ffffffffff,ocean
82a7a7fffffffff,land
821fb7fffffffff,land
82e0affffffffff,ocean
827c9ffffffffff,ocean
82ba0ffffffffff,ocean
82f05ffffffffff,land
82f04ffffffffff,land
826fa7fffffffff,ocean
8286d7fffffffff,ocean
82809ffffffffff,ocean
82784ffffffffff,ocean
824acffffffffff,ocean
82dd37fffffffff,ocean
8246affffffffff,ocean
824e07fffffffff,ocean
822137fffffffff,land
82ca87fffffffff,ocean
827eaffffffffff,ocean
82cd4ffffffffff,ocean
82bae7fffffffff,coast
82ab4ffffffffff,ocean
8278d7fffffffff,ocean
826baffffffffff,land
820db7fffffffff,coast
829eaffffffffff,coast
82ee2ffffffffff,ocean
82991ffffffffff,ocean
825a1ffffffffff,ocean
82e187fffffffff,ocean
826e87fffffffff,ocean
829f2ffffffffff,ocean
82ed47fffffffff,coast
82c45ffffffffff,ocean
829f07fffffffff,ocean
825fa7fffffffff,coast
828d57fffffffff,ocean
821377fffffffff,land
82df97fffffffff,ocean
82c40ffffffffff,ocean
824487fffffffff,coast
822fa7fffffffff,ocean
82c42ffffffffff,ocean
82364ffffffffff,ocean
82aa0ffffffffff,ocean
828d67fffffffff,ocean
82f097fffffffff,land
822daffffffffff,coast
822237fffffffff,ocean
8222effffffffff,coast
821ea7fffffffff,coast
826c67fffffffff,ocean
824b77fffffffff,coast
82b4f7fffffffff,ocean
82a997fffffffff,ocean
82c56ffffffffff,ocean
82850ffffffffff,ocean
82b847fffffffff,land
82d2b7fffffffff,ocean
82c707fffffffff,ocean
8222dffffffffff,ocean
82b787fffffffff,ocean
829477fffffffff,ocean
82ad77fffffffff,ocean
82412ffffffffff,ocean
821c17fffffffff,ocean
82d0b7fffffffff,ocean
82c867fffffffff,ocean
827707fffffffff,ocean
827d4ffffffffff,ocean
8246b7fffffffff,ocean
82bb67fffffffff,ocean
82a62ffffffffff,ocean
82588ffffffffff,land
8244a7fffffffff,coast
82bd1ffffffffff,ocean
82992ffffffffff,ocean
829f1ffffffffff,ocean
82c2e7fffffffff,coast
82236ffffffffff,coast
826b9ffffffffff,land
82a6affffffffff,ocean
8248f7fffffffff,land
82f337fffffffff,coast
82d527fffffffff,ocean
8229b7fffffffff,land
821a0ffffffffff,ocean
82a02ffffffffff,ocean
82109ffffffffff,land
82b8e7fffffffff,land
8232cffffffffff,ocean
82b507fffffffff,ocean
82089ffffffffff,coast
82de57fffffffff,ocean
825db7fffffffff,ocean
82bc67fffffffff,ocean
82e39ffffffffff,ocean
829807fffffffff,ocean
825a17fffffffff,ocean
829197fffffffff,ocean
82ec97fffffffff,ocean
8294f7fffffffff,land
82926ffffffffff,ocean
82d00ffffffffff,ocean
82d8b7fffffffff,coast
82b087fffffffff,ocean
8268effffffffff,ocean
82d2cffffffffff,ocean
824e17fffffffff,ocean
8236affffffffff,ocean
824127fffffffff,ocean
822c07fffffffff,land
824087fffffffff,land
82eec7fffffffff,ocean
82cd8ffffffffff,ocean
82d047fffffffff,ocean
8299a7fffffffff,ocean
82b0c7fffffffff,ocean
825467fffffffff,land
82819ffffffffff,coast
8233a7fffffffff,coast
82b84ffffffffff,land
82c98ffffffffff,ocean
8210affffffffff,land
82890ffffffffff,ocean
826b27fffffffff,land
827d87fffffffff,ocean
82721ffffffffff,ocean
8223a7fffffffff,ocean
829737fffffffff,coast
826bb7fffffffff,land
822817fffffffff,land
82d2e7fffffffff,ocean
82c437fffffffff,ocean
82061ffffffffff,land
8256cffffffffff,ocean
82a6c7fffffffff,ocean
8206affffffffff,land
82ce37fffffffff,coast
8264effffffffff,ocean
82405ffffffffff,land
827cf7fffffffff,ocean
828c2ffffffffff,ocean
822517fffffffff,land
82962ffffffffff,land
827c97fffffffff,ocean
827977fffffffff,ocean
8220a7fffffffff,land
82e207fffffffff,ocean
825197fffffffff,ocean
824e37fffffffff,ocean
828497fffffffff,ocean
826667fffffffff,land
829937fffffffff,ocean
82b21ffffffffff,coast
8204e7fffffffff,coast
82931ffffffffff,ocean
827baffffffffff,ocean
82c847fffffffff,ocean
82bb0ffffffffff,coast
82f0cffffffffff,land
823f87fffffffff,land
820b77fffffffff,coast
8296d7fffffffff,land
82595ffffffffff,land
82aeaffffffffff,ocean
826157fffffffff,ocean
82ab07fffffffff,ocean
82b827fffffffff,coast
821d2ffffffffff,coast
82db0ffffffffff,ocean
82318ffffffffff,coast
823247fffffffff,ocean
8237a7fffffffff,ocean
821827fffffffff,coast
8261affffffffff,coast
8216d7fffffffff,ocean
82d137fffffffff,ocean
821b4ffffffffff,ocean
829277fffffffff,ocean
8251a7fffffffff,ocean
825567fffffffff,land
824687fffffffff,ocean
824107fffffffff,coast
82c337fffffffff,ocean
82c167fffffffff,ocean
82d307fffffffff,ocean
82ac07fffffffff,ocean
8260d7fffffffff,ocean
823b97fffffffff,ocean
821127fffffffff,coast
82f287fffffffff,land
829f5ffffffffff,coast
82bf47fffffffff,ocean
823627fffffffff,ocean
821c8ffffffffff,ocean
82e8e7fffffffff,ocean
82a70ffffffffff,ocean
82da1ffffffffff,coast
828987fffffffff,ocean
82cf37fffffffff,coast
82d8dffffffffff,ocean
82031ffffffffff,ocean
82d95ffffffffff,ocean
8200affffffffff,coast
828947fffffffff,ocean
82a807fffffffff,land
82e6b7fffffffff,ocean
820287fffffffff,ocean
82da8ffffffffff,coast
82a85ffffffffff,land
8212dffffffffff,land
82646ffffffffff,ocean
825647fffffffff,ocean
82520ffffffffff,land
822c47fffffffff,coast
82641ffffffffff,ocean
820327fffffffff,ocean
823007fffffffff,coast
823ed7fffffffff,land
822d37fffffffff,coast
829d47fffffffff,land
82d58ffffffffff,ocean
823aaffffffffff,ocean
82deaffffffffff,ocean
820a9ffffffffff,land
8244effffffffff,land
829f87fffffffff,ocean
82478ffffffffff,ocean
82deeffffffffff,ocean
82e35ffffffffff,ocean
827a57fffffffff,land
82c36ffffffffff,land
82b38ffffffffff,ocean
821cc7fffffffff,ocean
82356ffffffffff,ocean
825667fffffffff,ocean
82de1ffffffffff,ocean
82518ffffffffff,ocean
823e8ffffffffff,land
82b01ffffffffff,ocean
82664ffffffffff,land
825507fffffffff,land
822457fffffffff,land
827c37fffffffff,ocean
82102ffffffffff,land
82986ffffffffff,ocean
82c9affffffffff,ocean
82dc5ffffffffff,ocean
820aa7fffffffff,land
823d2ffffffffff,land
8276c7fffffffff,ocean
82a3b7fffffffff,ocean
82c117fffffffff,ocean
828407fffffffff,ocean
82cb87fffffffff,ocean
828d2ffffffffff,ocean
826e47fffffffff,ocean
82c2a7fffffffff,ocean
82c8d7fffffffff,ocean
8266affffffffff,coast
822317fffffffff,ocean
82a8c7fffffffff,land
82d507fffffffff,ocean
823b0ffffffffff,ocean
820907fffffffff,ocean
82c6d7fffffffff,ocean
824337fffffffff,coast
8256a7fffffffff,ocean
82315ffffffffff,coast
824f6ffffffffff,ocean
82270ffffffffff,land
822c6ffffffffff,coast
82852ffffffffff,ocean
824c37fffffffff,ocean
82bf5ffffffffff,coast
82b4d7fffffffff,ocean
82e827fffffffff,ocean
821ee7fffffffff,land
82eaaffffffffff,coast
82145ffffffffff,ocean
821cd7fffffffff,ocean
820637fffffffff,coast
825d47fffffffff,ocean
82c8dffffffffff,ocean
823377fffffffff,ocean
82db97fffffffff,coast
82e867fffffffff,ocean
82b697fffffffff,ocean
82ac6ffffffffff,ocean
828c57fffffffff,ocean
8263affffffffff,coast
821d77fffffffff,ocean
82aa27fffffffff,ocean
825ce7fffffffff,ocean
821eeffffffffff,coast
82675ffffffffff,land
82701ffffffffff,ocean
826d0ffffffffff,ocean
82d6a7fffffffff,ocean
82099ffffffffff,coast
82392ffffffffff,coast
825e17fffffffff,ocean
82b46ffffffffff,ocean
82866ffffffffff,ocean
8216b7fffffffff,ocean
8220f7fffffffff,land
825f77fffffffff,land
82182ffffffffff,coast
82a8affffffffff,land
8242b7fffffffff,ocean
82f1b7fffffffff,land
82e417fffffffff,ocean
8226b7fffffffff,land
82326ffffffffff,ocean
82982ffffffffff,ocean
82d06ffffffffff,ocean
82aa57fffffffff,ocean
82525ffffffffff,coast
823437fffffffff,coast
8234c7fffffffff,ocean
82908ffffffffff,ocean
82285ffffffffff,ocean
8228cffffffffff,coast
82af0ffffffffff,ocean
822f97fffffffff,ocean
824427fffffffff,coast
8264affffffffff,coast
82764ffffffffff,ocean
82b037fffffffff,ocean
828f67fffffffff,land
82f187fffffffff,land
82ca2ffffffffff,ocean
829657fffffffff,land
822b77fffffffff,ocean
824c87fffffffff,coast
823a9ffffffffff,ocean
8254c7fffffffff,coast
82dd97fffffffff,ocean
82226ffffffffff,coast
82951ffffffffff,coast
820067fffffffff,coast
82dc2ffffffffff,ocean
829a57fffffffff,ocean
8291a7fffffffff,ocean
82b89ffffffffff,land
82068ffffffffff,coast
821967fffffffff,ocean
82532ffffffffff,land
828367fffffffff,ocean
82bccffffffffff,land
820347fffffffff,coast
824967fffffffff,ocean
8299affffffffff,ocean
821637fffffffff,coast
82e68ffffffffff,ocean
82e2affffffffff,ocean
820617fffffffff,land
82c72ffffffffff,ocean
821f87fffffffff,land
82040ffffffffff,ocean
825717fffffffff,ocean
82d757fffffffff,ocean
82de0ffffffffff,ocean
823e9ffffffffff,land
820e27fffffffff,coast
82e4b7fffffffff,ocean
825f9ffffffffff,ocean
82c58ffffffffff,ocean
82028ffffffffff,coast
825b27fffffffff,ocean
828ccffffffffff,ocean
82e847fffffffff,ocean
8288effffffffff,ocean
82c0f7fffffffff,ocean
824a8ffffffffff,ocean
82a537fffffffff,ocean
82ef47fffffffff,coast
82c44ffffffffff,ocean
82df2ffffffffff,ocean
8274affffffffff,ocean
82d707fffffffff,ocean
82bc07fffffffff,ocean
827fa7fffffffff,coast
823297fffffffff,coast
82510ffffffffff,ocean
82811ffffffffff,land
82979ffffffffff,land
821e57fffffffff,land
82f06ffffffffff,land
8293b7fffffffff,ocean
82aa77fffffffff,ocean
82161ffffffffff,ocean
82bcd7fffffffff,land
82aae7fffffffff,ocean
82c5a7fffffffff,ocean
825adffffffffff,ocean
82e32ffffffffff,ocean
826f9ffffffffff,ocean
82421ffffffffff,coast
82e0f7fffffffff,ocean
82521ffffffffff,coast
822907fffffffff,ocean
82bec7fffffffff,land
82dc97fffffffff,ocean
82d437fffffffff,ocean
8226effffffffff,land
82808ffffffffff,ocean
82e137fffffffff,ocean
827057fffffffff,ocean
82a087fffffffff,ocean
8275affffffffff,land
820387fffffffff,ocean
82ae4ffffffffff,ocean
82c08ffffffffff,ocean
820e47fffffffff,land
82ab97fffffffff,ocean
82940ffffffffff,ocean
82ca47fffffffff,ocean
82b007fffffffff,ocean
82998ffffffffff,ocean
82cb57fffffffff,ocean
827407fffffffff,ocean
827747fffffffff,ocean
82e64ffffffffff,ocean
82e757fffffffff,coast
829157fffffffff,ocean
8271a7fffffffff,ocean
82dd67fffffffff,ocean
824727fffffffff,ocean
82b127fffffffff,ocean
826177fffffffff,ocean
821a6ffffffffff,ocean
820977fffffffff,ocean
820b17fffffffff,land
82190ffffffffff,coast
822337fffffffff,ocean
82748ffffffffff,ocean
82f21ffffffffff,land
824c8ffffffffff,coast
82bba7fffffffff,ocean
82ddb7fffffffff,ocean
825697fffffffff,ocean
82af57fffffffff,ocean
82295ffffffffff,ocean
82128ffffffffff,land
829ca7fffffffff,coast
82752ffffffffff,land
82f357fffffffff,coast
82bed7fffffffff,land
8293a7fffffffff,ocean
82ac57fffffffff,ocean
82acf7fffffffff,ocean
823d9ffffffffff,land
82d6affffffffff,ocean
82ee8ffffffffff,ocean
82ce57fffffffff,ocean
82b4affffffffff,ocean
82a2f7fffffffff,ocean
822837fffffffff,coast
82a707fffffffff,coast
829b6ffffffffff,coast
82d6d7fffffffff,ocean
826acffffffffff,land
8278b7fffffffff,ocean
82945ffffffffff,coast
82e737fffffffff,coast
8252a7fffffffff,coast
824e27fffffffff,ocean
82d1a7fffffffff,ocean
82dd47fffffffff,ocean
827107fffffffff,ocean
826f57fffffffff,ocean
82d89ffffffffff,ocean
8220d7fffffffff,land
827c07fffffffff,ocean
8228b7fffffffff,land
82eac7fffffffff,coast
82ac9ffffffffff,land
821577fffffffff,land
82921ffffffffff,ocean
826397fffffffff,coast
824cf7fffffffff,coast
8231affffffffff,land
826537fffffffff,coast
82d347fffffffff,ocean
82804ffffffffff,coast
82d417fffffffff,ocean
822eaffffffffff,coast
82f107fffffffff,land
829da7fffffffff,ocean
825d0ffffffffff,ocean
826437fffffffff,coast
82181ffffffffff,ocean
829e07fffffffff,coast
82e25ffffffffff,ocean
82acdffffffffff,ocean
829a77fffffffff,ocean
82d15ffffffffff,ocean
826b2ffffffffff,land
82710ffffffffff,ocean
821a97fffffffff,ocean
82ca8ffffffffff,ocean
822c67fffffffff,coast
8212a7fffffffff,land
82c007fffffffff,ocean
8288e7fffffffff,ocean
8218d7fffffffff,ocean
82b55ffffffffff,ocean
82d85ffffffffff,ocean
82799ffffffffff,ocean
8240b7fffffffff,land
822887fffffffff,land
820237fffffffff,ocean
824647fffffffff,ocean
8285b7fffffffff,ocean
822b8ffffffffff,land
821d4ffffffffff,ocean
829127fffffffff,ocean
827b8ffffffffff,ocean
82c897fffffffff,ocean
82ccb7fffffffff,ocean
82b54ffffffffff,ocean
822e9ffffffffff,coast
82d057fffffffff,ocean
824cd7fffffffff,coast
82020ffffffffff,coast
82e70ffffffffff,coast
8209b7fffffffff,ocean
82826ffffffffff,ocean
82ea97fffffffff,ocean
82006ffffffffff,coast
823f27fffffffff,coast
826967fffffffff,ocean
821e17fffffffff,coast
822e27fffffffff,ocean
8250d7fffffffff,ocean
828577fffffffff,ocean
82566ffffffffff,ocean
823c4ffffffffff,land
82286ffffffffff,ocean
823f1ffffffffff,coast
824227fffffffff,land
82ce87fffffffff,land
82e81ffffffffff,ocean
82500ffffffffff,ocean
82b8d7fffffffff,land
823827fffffffff,coast
821a37fffffffff,ocean
82b467fffffffff,ocean
8234effffffffff,ocean
824b97fffffffff,ocean
82eca7fffffffff,ocean
826c17fffffffff,ocean
82b487fffffffff,ocean
828b37fffffffff,land
821657fffffffff,coast
82604ffffffffff,ocean
82d457fffffffff,ocean
820817fffffffff,coast
82d897fffffffff,coast
82a82ffffffffff,land
823c97fffffffff,coast
826697fffffffff,ocean
82bb57fffffffff,coast
82f3affffffffff,coast
828d4ffffffffff,ocean
8274d7fffffffff,ocean
824737fffffffff,ocean
82479ffffffffff,ocean
827c0ffffffffff,ocean
828b57fffffffff,land
823997fffffffff,coast
82165ffffffffff,coast
828c1ffffffffff,coast
8256d7fffffffff,ocean
82dc77fffffffff,ocean
8214c7fffffffff,coast
82e127fffffffff,coast
822027fffffffff,land
82e36ffffffffff,ocean
822a37fffffffff,coast
822057fffffffff,land
8248cffffffffff,land
82e06ffffffffff,ocean
82344ffffffffff,coast
826a4ffffffffff,land
82f057fffffffff,land
822497fffffffff,land
829777fffffffff,land
82a767fffffffff,ocean
82b2e7fffffffff,coast
829d07fffffffff,coast
826a8ffffffffff,land
828d9ffffffffff,coast
827f67fffffffff,ocean
828a5ffffffffff,land
820b27fffffffff,land
82f1a7fffffffff,land
82722ffffffffff,ocean
824137fffffffff,ocean
8218affffffffff,ocean
820607fffffffff,coast
82d337fffffffff,ocean
825d87fffffffff,ocean
82b68ffffffffff,ocean
823947fffffffff,coast
822567fffffffff,land
82a197fffffffff,ocean
824a4ffffffffff,ocean
8247b7fffffffff,coast
826517fffffffff,coast
821487fffffffff,land
829037fffffffff,ocean
829b5ffffffffff,coast
829b67fffffffff,coast
820f5ffffffffff,coast
82ccf7fffffffff,ocean
82b08ffffffffff,ocean
82dacffffffffff,ocean
82514ffffffffff,ocean
8288b7fffffffff,ocean
82cb1ffffffffff,ocean
8214b7fffffffff,land
822d9ffffffffff,land
82792ffffffffff,ocean
82686ffffffffff,coast
821e97fffffffff,coast
8232b7fffffffff,coast
82280ffffffffff,ocean
8219affffffffff,ocean
82bc57fffffffff,land
82a027fffffffff,ocean
826a07fffffffff,land
82b58ffffffffff,ocean
82556ffffffffff,land
82e267fffffffff,ocean
82a917fffffffff,ocean
8270effffffffff,ocean
825987fffffffff,land
821777fffffffff,coast
826f67fffffffff,ocean
826aeffffffffff,land
8266f7fffffffff,coast
82d8f7fffffffff,ocean
82738ffffffffff,ocean
821b27fffffffff,coast
827877fffffffff,ocean
82d32ffffffffff,ocean
8234dffffffffff,ocean
829e77fffffffff,ocean
820117fffffffff,ocean
82aeeffffffffff,ocean
82ab2ffffffffff,ocean
8242e7fffffffff,coast
820497fffffffff,land
822a97fffffffff,land
82e95ffffffffff,ocean
8228d7fffffffff,coast
82b887fffffffff,land
82065ffffffffff,coast
82e167fffffffff,coast
82ac4ffffffffff,ocean
828617fffffffff,ocean
82b957fffffffff,ocean
82274ffffffffff,land
825767fffffffff,ocean
82a237fffffffff,land
82e7affffffffff,ocean
82a96ffffffffff,land
828c5ffffffffff,ocean
820667fffffffff,ocean
82dc8ffffffffff,ocean
82bf77fffffffff,ocean
827807fffffffff,ocean
8280effffffffff,ocean
82df1ffffffffff,coast
829a6ffffffffff,ocean
828ceffffffffff,ocean
826337fffffffff,coast
82b5a7fffffffff,ocean
827287fffffffff,coast
8296affffffffff,land
828977fffffffff,ocean
82af97fffffffff,ocean
82c74ffffffffff,ocean
823227fffffffff,ocean
8234cffffffffff,ocean
82200ffffffffff,land
824bb7fffffffff,coast
828537fffffffff,ocean
825af7fffffffff,ocean
82574ffffffffff,coast
828427fffffffff,ocean
8249affffffffff,coast
826e0ffffffffff,ocean
8284d7fffffffff,ocean
8234e7fffffffff,ocean
825eeffffffffff,ocean
82ba07fffffffff,coast
82bd77fffffffff,ocean
82ecdffffffffff,land
825257fffffffff,land
8262effffffffff,ocean
824ca7fffffffff,ocean
82d937fffffffff,ocean
82026ffffffffff,ocean
829287fffffffff,ocean
82a88ffffffffff,land
8273affffffffff,ocean
82b48ffffffffff,ocean
82434ffffffffff,land
825a2ffffffffff,ocean
825097fffffffff,ocean
82594ffffffffff,land
82de77fffffffff,coast
820517fffffffff,coast
82c41ffffffffff,ocean
823037fffffffff,coast
825b07fffffffff,ocean
8278a7fffffffff,ocean
827e07fffffffff,ocean
820777fffffffff,coast
8232affffffffff,ocean
826577fffffffff,coast
822767fffffffff,land
82d75ffffffffff,ocean
8273a7fffffffff,ocean
82cfa7fffffffff,coast
8240a7fffffffff,land
82e6e7fffffffff,ocean
82a58ffffffffff,ocean
820c27fffffffff,land
82059ffffffffff,land
82d4d7fffffffff,ocean
82be6ffffffffff,coast
821d9ffffffffff,ocean
827f97fffffffff,ocean
825c57fffffffff,ocean
825ae7fffffffff,ocean
82beb7fffffffff,ocean
82e397fffffffff,ocean
8253a7fffffffff,coast
828c4ffffffffff,ocean
8221affffffffff,land
82a5affffffffff,ocean
8210e7fffffffff,land
828ee7fffffffff,ocean
8282b7fffffffff,land
822e2ffffffffff,coast
82b15ffffffffff,ocean
829c8ffffffffff,coast
82a217fffffffff,coast
8228c7fffffffff,coast
82235ffffffffff,ocean
826707fffffffff,ocean
821897fffffffff,ocean
82a75ffffffffff,ocean
82ccc7fffffffff,ocean
820c2ffffffffff,land
82b8c7fffffffff,land
824037fffffffff,land
829edffffffffff,coast
829597fffffffff,ocean
82049ffffffffff,land
829297fffffffff,ocean
827817fffffffff,ocean
8268e7fffffffff,coast
822a07fffffffff,ocean
8271affffffffff,ocean
823807fffffffff,land
820c0ffffffffff,land
828197fffffffff,ocean
821cf7fffffffff,ocean
820cb7fffffffff,coast
82b767fffffffff,ocean
82dcc7fffffffff,ocean
82b577fffffffff,ocean
828cf7fffffffff,coast
